County Matrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anderson,Bedford,Benton,Bledsoe,Blount,Bradley,Campbell,Cannon,Carroll,Carter,Cheatham,Chester,Claiborne,Clay,Cocke,Coffee,Crockett,Cumberland,Davidson,Decatur,Dekalb,Dickson,Dyer,Fayette,Fentress,Franklin,Gibson,Giles,Grainger,Greene,Grundy,Hamblen,Hamilton,Hancock,Hardeman,Hardin,Hawkins,Haywood,Henderson,Henry,Hickman,Houston,Humphreys,Jackson,Jefferson,Johnson,Knox,Lake,Lauderdale,Lawrence,Lewis,Lincoln,Loudon,Macon,Madison,Marion,Marshall,Maury,McMinn,McNairy,Meigs,Monroe,Montgomery,Moore,Morgan,Obion,Overton,Perry,Pickett,Polk,Putnam,Rhea,Roane,Robertson,Rutherford,Scott,Sequatchie,Sevier,Shelby,Smith,Stewart,Sullivan,Sumner,Tipton,Trousdale,Unicoi,Union,Van Buren,Warren,Washington,Wayne,Weakley,White,Williamson,Wilson
Rutherford,125.405754,22.833656,93.632303,70.026810,139.996853,99.619834,132.260508,20.019292,114.086793,241.400812,47.262890,126.657657,159.945838,68.983767,184.456286,30.971488,152.440960,79.688767,30.521615,34.007615,96.285417,56.608918,168.182656,174.262351,90.751878,50.872452,141.083233,56.240460,165.017965,200.774607,50.026675,177.792562,83.911203,184.157783,151.291833,108.844108,197.965904,161.733522,111.232087,110.447588,59.215399,78.771031,77.185525,54.710041,166.671773,257.998690,139.055698,175.011056,180.063003,69.926364,64.174121,49.445402,118.135796,52.785924,136.715516,66.510959,32.371473,40.157919,105.021691,129.163556,92.779972,124.539746,70.286755,38.675887,100.799503,156.521646,71.897627,82.001240,89.627790,117.585349,55.451723,85.206051,105.990687,53.503858,0.000000,114.108480,65.199795,162.017512,200.650033,38.115824,91.360686,233.833122,43.343137,188.855525,40.614841,223.408750,147.211856,54.962755,37.515991,220.951065,87.573086,132.222070,54.106972,27.195753,22.599133
Scott,27.322479,126.213421,200.041256,69.549147,60.508553,90.231812,19.752242,96.880621,222.141602,132.452345,144.140447,240.074206,46.991920,58.374916,84.516271,109.118767,262.025368,43.018483,128.203048,80.283336,209.264461,159.968703,274.610221,287.799276,24.066012,125.101724,248.532812,165.102044,56.264341,93.891342,99.029341,70.339848,93.777913,71.462818,265.131939,222.908688,86.602058,273.301018,223.365880,211.225881,171.187942,178.971049,184.194437,65.192021,64.391322,147.307853,43.581140,277.450663,289.730609,182.235445,178.262327,146.818473,49.080248,83.798607,248.630018,109.425709,142.726438,154.258403,69.600045,243.261790,65.551590,69.500646,159.964812,130.453578,21.829291,258.226534,43.994499,195.056166,32.963745,90.368320,58.665668,61.295614,40.106669,131.599141,114.108480,0.000000,88.907204,70.434795,313.812542,81.759393,185.256267,122.261150,108.729921,300.514715,91.910764,117.376321,38.287194,73.246453,88.015883,111.942147,201.347347,234.492937,63.371170,138.538236,101.799222
Sequatchie,85.307043,59.789848,156.603031,19.373471,86.260934,34.494291,100.294541,47.427600,175.499114,194.490344,112.181095,180.307377,124.501843,81.814420,134.038528,38.269587,211.585914,46.199465,94.684688,48.244552,152.544393,121.552739,229.389638,225.986686,74.653442,41.227555,202.192245,92.289031,123.424237,154.039666,17.605807,133.527710,19.101216,145.946129,202.230438,156.802740,156.455821,218.276096,168.482422,174.849986,119.608228,143.747312,140.434650,69.787998,119.718092,212.614245,93.139012,237.987599,238.533035,112.375498,117.637077,68.328552,66.634621,86.817943,193.411824,20.521264,76.512514,95.208430,44.794773,178.254155,34.997784,65.354600,134.906523,53.746158,67.839371,219.993598,67.591441,138.894546,84.097977,52.961511,53.353483,31.877854,59.710484,114.076785,65.199795,88.907204,0.000000,109.721623,253.043864,67.983290,156.558378,190.707575,95.899286,244.651227,81.929117,174.552289,108.455359,22.551939,29.636763,175.068342,134.280285,195.883213,38.419291,90.978737,73.601249
Sevier,44.181254,165.723627,254.824845,95.160612,23.479115,86.809354,55.160716,142.125847,275.892567,85.514856,201.653058,286.791837,49.011429,124.402087,24.558147,144.568374,314.455104,83.282101,184.116434,129.858764,257.388357,215.647366,329.832358,333.586983,88.701995,150.816011,302.869367,201.415293,33.955777,46.523820,126.446215,33.142554,101.233865,53.734272,309.994371,265.091386,55.678075,323.293335,272.796864,269.305558,221.177337,236.653634,238.401414,126.329325,18.897537,104.131598,27.218303,335.323003,342.053735,221.114580,223.375564,178.010425,44.272137,147.736340,298.231041,126.371627,183.191609,199.550557,66.220692,286.438454,74.728567,47.224278,220.703617,162.970426,67.370877,316.370498,105.784688,243.214861,101.615424,72.564202,112.869213,79.455117,56.107859,193.449107,162.017512,70.434795,109.721623,0.000000,360.482656,139.610680,245.583577,84.591427,170.444077,350.249844,152.767404,65.056853,38.902388,108.253913,126.570915,67.233915,242.578031,292.107997,108.511404,189.038282,157.349309
Shelby,325.970203,194.794906,119.328269,265.456557,337.533669,284.153792,332.528617,219.704773,97.682505,441.854687,174.046251,74.007672,360.277030,261.048708,383.828133,216.159177,60.723460,279.992638,187.196870,234.577144,104.566714,157.153148,66.162167,27.079427,289.914504,214.595242,77.854095,161.344651,365.659681,401.119396,235.527911,378.330127,266.880037,384.613084,50.860349,96.473603,398.601155,44.036345,90.747385,119.347620,142.643125,143.788211,132.815184,249.977512,366.777864,458.619121,339.080199,82.586194,42.463976,140.987079,137.267952,186.588591,316.212546,236.566803,66.231623,241.189394,177.365059,161.341723,297.773933,75.088987,287.022373,318.325356,167.251090,199.506553,301.449533,91.185616,270.199141,118.814675,285.821784,303.219043,255.443667,281.233176,305.284452,192.885712,200.650033,313.812542,253.043864,360.482656,0.000000,232.674616,146.655828,434.478349,211.713758,22.963688,225.319190,423.446787,347.855039,252.329340,234.041435,421.472050,118.868898,101.310091,254.548416,175.281906,212.925472
Smith,98.411898,58.113932,118.379987,61.695818,119.992511,97.550425,101.095245,31.065571,140.412909,213.182345,62.930715,159.344042,128.706889,30.939176,159.804793,52.887128,180.267207,57.341486,46.469824,19.922735,128.371043,78.324930,193.184649,207.019104,57.694325,76.027112,166.902234,94.303146,136.255457,173.388130,60.955699,149.841082,86.180340,153.184084,184.825480,144.464861,168.032019,191.671258,142.000648,130.611622,90.149847,98.037182,102.450386,17.470651,140.645325,228.705802,114.039191,196.920372,207.976899,107.672992,99.402998,84.451813,98.550832,19.640587,167.120526,79.664032,70.420286,76.403351,94.183832,163.921782,81.769394,110.488455,81.092974,70.397544,73.298219,177.781142,37.777098,114.324821,53.420171,112.060511,26.809627,72.770485,84.721366,54.234728,38.115824,81.759393,67.983290,139.610680,232.674616,0.000000,106.037331,203.846470,31.828061,218.869649,14.816953,196.662350,118.008054,47.535752,40.720663,192.595260,124.111437,153.738609,35.832640,58.059168,20.148316
Stewart,204.242372,102.889044,32.421245,159.733707,225.430328,190.945043,204.993300,109.993873,49.907229,317.700924,44.952655,86.206449,231.915813,127.363590,265.770551,120.733319,86.699431,162.699798,62.928758,117.352851,63.833104,36.188655,92.847565,126.052189,161.638117,134.897268,70.191401,100.348203,241.107754,278.585445,141.042944,254.958065,175.234397,256.191591,110.294765,92.002521,271.742678,102.619485,66.041719,28.257117,52.320712,16.318053,31.983224,120.690464,246.445590,332.360028,220.055456,92.678572,112.271809,92.047098,69.960546,117.138252,203.690548,101.639557,83.187500,156.122571,93.155935,74.398090,194.744826,100.138926,182.228857,213.280497,25.291458,117.933413,179.224974,73.469606,142.108098,59.299236,153.382781,208.691471,132.716714,173.948053,190.205956,53.737320,91.360686,185.256267,156.558378,245.583577,146.655828,106.037331,0.000000,307.122977,76.535345,127.622729,93.708561,301.997478,222.854888,144.253852,128.205375,297.169636,87.140811,50.845057,138.574949,67.089770,89.131337
Sullivan,108.858001,242.073910,322.219962,173.861197,106.924724,171.070704,102.755017,215.034857,344.248643,18.095106,266.399576,360.490779,75.302944,179.765662,60.969083,222.132092,384.021363,155.005249,250.314926,199.909478,330.010818,282.153001,396.868314,408.068792,146.267791,231.840141,370.733861,279.754927,68.962898,38.090234,206.243630,57.284312,184.643352,50.932816,384.953774,341.315316,35.906295,394.832114,344.583076,333.400920,292.286983,301.216591,306.276289,187.451698,71.125331,25.434302,97.750905,399.550054,411.754290,298.581182,297.642120,257.900777,124.201207,205.483487,369.988722,208.876530,259.415507,273.466617,149.522811,362.255430,156.226601,131.587170,281.854394,242.107635,133.041901,380.315730,166.180228,315.730903,153.751861,157.128819,179.362256,159.024162,131.923866,253.386432,233.833122,122.261150,190.707575,84.591427,434.478349,203.846470,307.122977,0.000000,230.730206,422.047714,214.129289,28.672809,86.623387,184.474258,202.216426,18.580532,319.122512,356.681227,180.138598,259.523034,223.873589
Sumner,128.194133,65.986192,93.670960,92.451452,151.423479,127.606309,128.461642,50.751892,116.023410,241.167311,37.683542,140.419060,155.465853,51.178006,189.817018,70.939335,156.104895,88.989558,27.466389,48.628217,109.776061,54.560750,166.843966,187.246375,85.119044,93.074169,141.511286,93.229734,164.595862,202.109053,85.285715,178.477878,114.798226,179.801137,166.429743,130.436070,195.260833,169.124072,121.430964,102.754261,72.848359,71.004799,78.987478,44.400973,170.284315,255.916573,144.338221,168.820883,183.476615,101.065049,86.949327,92.045415,130.155790,25.519174,145.490492,103.766948,71.152760,68.194358,125.758927,147.809420,113.270268,142.309988,51.246683,82.010495,103.401642,149.585887,65.713323,96.721494,77.136998,143.014482,58.306671,104.342813,116.213388,23.097268,43.343137,108.729921,95.899286,170.444077,211.713758,31.828061,76.535345,230.730206,0.000000,196.016071,17.691692,225.543425,146.352662,77.556219,66.554116,220.634335,112.822410,126.043361,67.404155,46.653249,23.567558
Tipton,314.150466,185.366699,102.501738,255.788110,327.640475,276.874494,319.573739,208.416748,80.255046,430.165036,158.405323,64.509512,347.304687,246.237780,373.133651,206.981435,40.933301,268.542084,172.718218,222.418879,92.861595,141.699174,43.295116,28.305200,276.484852,207.780326,57.629884,154.639551,353.534239,389.603616,227.046678,366.521941,259.548204,371.744430,47.448679,90.912514,386.142276,27.219875,77.624194,99.719532,129.844635,126.419607,117.160936,235.931502,355.524474,446.518711,327.891653,59.700144,19.503923,134.356055,127.240278,180.155816,306.038450,221.246841,52.142511,234.335064,168.217182,150.751839,289.052122,70.780304,277.849616,309.507496,149.496566,191.829910,289.319379,68.475413,256.616507,107.052649,271.487000,296.010152,242.685677,271.550923,294.529903,176.133374,188.855525,300.514715,244.651227,350.249844,22.963688,218.869649,127.622729,422.047714,196.016071,0.000000,210.497085,412.262265,335.529667,242.033331,223.724475,409.669967,112.256591,80.221660,242.962381,162.584064,199.226497
Trousdale,110.666223,62.955341,108.770081,76.457973,133.753643,112.200694,111.574347,40.632876,131.055652,224.201055,52.522380,152.856796,138.826436,35.760376,172.272594,62.418984,171.129858,71.412569,38.182347,33.707816,121.902293,68.877179,182.863765,200.232948,68.067873,85.500915,157.071374,95.760862,147.466994,184.896740,73.440445,161.274687,100.416559,163.245310,178.684635,140.310971,178.512815,183.415668,134.618446,119.318924,83.957899,87.096479,93.388393,26.982477,152.814213,239.217094,126.724762,185.571405,198.700461,106.734224,95.625297,89.753684,112.536818,12.737915,159.285358,92.203882,72.251609,74.212892,108.961476,158.844967,96.567252,125.041375,68.484443,77.305720,85.794526,166.357036,48.410709,108.242828,61.160600,126.866100,40.717205,87.555333,98.563494,40.698694,40.614841,91.910764,81.929117,152.767404,225.319190,14.816953,93.708561,214.129289,17.691692,210.497085,0.000000,208.296223,129.202505,62.098873,53.599671,203.639819,121.131368,142.582560,50.636630,53.809221,18.190809
Unicoi,98.524031,229.195527,314.459022,159.192903,88.493556,151.391865,97.723749,203.914210,336.092743,21.132024,259.588742,349.512944,73.091564,175.737632,40.547763,208.430214,375.359372,143.720405,242.724646,190.062278,319.569746,274.627714,389.522858,396.709883,140.466796,215.729205,362.905301,265.713931,61.113556,23.485425,191.007337,47.092589,166.225675,52.372998,373.271173,328.776628,36.530282,385.140014,334.640271,327.251032,282.532299,294.699204,298.214154,181.314649,56.737946,40.112247,84.399186,393.568427,403.083566,285.162271,286.180331,242.713212,108.260899,201.001760,360.123861,191.428243,246.677330,262.120993,131.270828,350.007608,139.568860,111.926374,276.743333,227.433820,123.661015,374.408419,159.889628,305.306885,150.208319,135.857977,170.839020,143.705163,118.235672,248.571189,223.408750,117.376321,174.552289,65.056853,423.446787,196.662350,301.997478,28.672809,225.543425,412.262265,208.296223,0.000000,79.251150,171.335713,189.534267,13.120315,306.339820,350.399966,169.304427,249.932056,215.941073
Union,23.268823,156.059128,236.274844,90.140197,41.769954,97.018171,19.095804,128.506817,258.154728,95.174345,180.886868,273.869151,16.847901,96.541867,47.153597,136.729218,297.770481,68.820189,164.361496,113.288400,243.394341,196.275165,311.181117,321.458494,61.239942,148.643430,284.797652,194.230533,18.269709,55.781734,122.444411,32.158659,106.671030,37.886195,298.379174,254.947237,50.759907,308.321828,258.014974,248.380006,205.721505,215.925322,220.186350,102.244745,27.260657,111.003516,21.093985,314.687527,325.515401,212.636236,211.079247,173.412135,46.484628,121.750742,283.440654,128.104751,173.273683,186.904705,73.875127,275.792220,76.438536,62.817411,197.581923,157.295994,46.439103,295.494468,80.805799,229.113028,71.245123,89.350592,92.909589,76.753440,48.866434,169.353204,147.211856,38.287194,108.455359,38.902388,347.855039,118.008054,222.854888,86.623387,146.352662,335.529667,129.202505,79.251150,0.000000,99.058594,116.325054,74.587228,232.863484,271.589765,93.635928,172.960864,137.583493
Van Buren,75.966337,57.880157,148.594818,15.497818,85.644021,50.135432,87.635507,35.009303,168.896067,190.272705,99.304145,178.556909,113.908962,59.265585,131.508110,37.706257,206.751664,30.907787,81.339864,28.935824,149.177147,110.973061,223.025458,225.496387,55.477544,51.872514,195.877967,95.310966,115.719619,149.451095,26.101640,127.365929,39.086868,136.932266,201.986870,157.461950,149.132490,215.128478,164.676134,165.050960,113.481947,132.912766,132.147929,47.423339,114.902904,207.668762,87.274912,229.953859,234.221641,114.172344,115.138445,74.570391,64.009306,65.497267,190.069448,40.276311,75.351710,91.302101,50.510498,178.672402,38.054007,69.627848,121.063313,58.328703,54.199116,211.403712,45.746785,135.040266,63.166513,65.710754,30.806599,30.243874,53.115715,97.662271,54.962755,73.246453,22.551939,108.253913,252.329340,47.535752,144.253852,184.474258,77.556219,242.033331,62.098873,171.335713,99.058594,0.000000,18.317065,170.167137,135.065003,187.085359,15.910258,82.137668,56.991137
Warren,93.449699,39.864420,130.933546,32.677076,103.931217,63.136209,103.818728,18.234666,150.957863,208.343937,83.444247,160.247041,130.680914,61.646009,149.786881,21.108590,188.583046,47.540381,65.682724,21.019470,130.872194,94.044664,205.092061,207.227639,67.681799,40.241323,177.914765,77.962646,133.328873,167.524378,20.290428,145.245988,48.727410,154.102606,183.744987,139.354421,166.712023,196.833418,146.397422,147.959516,95.375844,116.153837,114.525023,47.356507,133.013905,225.616046,105.343016,212.396179,216.011716,96.380560,96.829532,58.836959,82.324565,60.288837,171.776611,38.946329,57.268791,72.986689,67.539833,160.509780,55.391061,87.244516,105.858077,42.484030,70.584120,193.983245,53.545741,116.748163,72.320138,80.500397,35.626169,48.171299,71.299561,84.447680,37.515991,88.015883,29.636763,126.570915,234.041435,40.720663,128.205375,202.216426,66.554116,223.724475,53.599671,189.534267,116.325054,18.317065,0.000000,188.166302,117.017862,169.699517,24.907435,64.481899,43.940110
Washington,95.546171,228.001767,310.836505,158.827797,90.098542,154.018442,92.191799,201.769719,332.673710,20.587155,255.465082,347.468714,66.001038,170.200872,43.085773,207.641682,372.207419,141.491252,238.935587,187.251442,317.236228,270.852841,385.765295,394.885201,135.576213,216.289267,359.353697,265.184752,56.352888,21.046387,191.031675,43.158719,168.079590,43.289637,371.596313,327.510053,26.886362,382.487302,332.074652,322.903337,279.826466,290.485289,294.716326,176.727578,55.476508,37.588563,82.911876,389.194658,399.952505,284.319989,284.325787,242.786390,108.434992,195.731090,357.538950,192.734959,245.434172,260.180968,132.939809,348.606091,140.291735,114.441313,271.879924,227.203390,120.376258,369.988937,155.302745,302.952295,144.369334,139.525562,167.332707,143.661785,117.174086,243.538314,220.951065,111.942147,175.068342,67.233915,421.472050,192.595260,297.169636,18.580532,220.634335,409.669967,203.639819,13.120315,74.587228,170.167137,188.166302,0.000000,305.182156,346.130671,166.931567,247.105868,212.252006
Wayne,210.269399,77.189400,59.423587,147.419793,219.409411,165.348431,218.984552,104.669015,62.817743,325.332190,80.727770,48.159481,246.467654,154.772877,266.298078,98.016226,85.652332,164.136876,85.357012,121.076504,30.891866,67.275489,107.332442,91.790495,178.247010,95.873288,82.809590,42.574343,250.173568,284.509980,116.831591,262.250948,148.054168,270.375979,68.011209,22.541994,283.486704,87.448512,44.240664,80.691908,42.731533,72.344806,55.308235,141.427477,249.967813,342.631309,222.327528,121.839087,109.631692,22.193640,25.877871,68.014802,198.403672,133.733818,64.341447,122.482377,59.749126,47.734261,179.058750,43.979137,168.540187,199.620137,89.712171,80.651174,186.568490,108.490208,159.462118,28.091865,176.967808,184.441515,142.843680,163.132015,188.173120,102.544293,87.573086,201.347347,134.280285,242.578031,118.868898,124.111437,87.140811,319.122512,112.822410,112.256591,121.131368,306.339820,232.863484,135.065003,117.017862,305.182156,0.000000,89.746218,139.318972,67.338244,104.945659
Weakley,252.081478,137.460830,39.488158,202.245080,271.018024,230.239312,254.150108,152.080033,26.953525,366.706997,90.825652,60.805453,281.382546,177.201496,313.221646,158.009614,40.924968,208.826399,108.034915,162.372659,58.855768,76.517670,42.155200,85.475323,210.617832,167.010974,24.030517,120.931400,289.857722,327.107329,179.032510,303.535262,213.549623,305.770931,76.932923,81.599501,321.094905,58.647556,48.143458,23.289317,77.433143,55.701787,55.449796,169.417743,294.294138,381.796616,267.379470,43.234240,63.061855,105.165102,86.749016,143.643082,249.114866,151.475870,48.134888,191.409097,123.350095,103.074821,237.235149,78.011854,224.997973,256.711975,75.456972,149.525668,226.926878,24.331019,190.830479,65.980380,203.179813,248.836060,179.846440,217.305298,236.148203,103.841092,132.222070,234.492937,195.883213,292.107997,101.310091,153.738609,50.845057,356.681227,126.043361,80.221660,142.582560,350.399966,271.589765,187.085359,169.699517,346.130671,89.746218,0.000000,183.796329,105.269969,135.393003
White,71.426624,63.070627,146.313457,26.751462,87.241292,62.959320,79.901586,34.898026,167.450158,187.347233,93.926141,180.541974,107.203701,43.418763,130.506551,45.961943,206.294738,25.592413,76.100173,21.427724,150.345218,107.280146,221.333669,228.012582,42.812122,64.174264,194.407371,101.851407,111.203940,146.683936,40.064953,123.783193,54.008094,131.057475,204.827390,161.329332,144.359770,215.835591,165.338655,161.177727,113.250591,128.605612,129.891750,32.263462,112.569079,204.089508,84.975194,226.966776,233.974963,119.472686,117.513368,83.689730,65.359200,51.908059,190.821895,55.833824,79.955246,93.340593,58.374902,182.157183,45.937699,75.261050,114.388806,67.356931,47.257615,208.100811,30.370207,136.067451,48.508707,76.447472,14.972306,36.955698,52.420719,89.035855,54.106972,63.371170,38.419291,108.511404,254.548416,35.832640,138.574949,180.138598,67.404155,242.962381,50.636630,169.304427,93.635928,15.910258,24.907435,166.931567,139.318972,183.796329,0.000000,80.762561,49.699696
Williamson,151.623876,36.009545,66.473881,97.111379,167.139150,125.460688,157.279821,47.213410,86.924206,267.617894,27.449483,101.573623,185.032026,88.066218,211.267062,53.945195,125.532336,106.333824,20.073801,59.888914,70.726228,31.061451,140.999833,149.300639,114.686540,68.241062,113.920545,48.371478,190.950277,227.129493,74.657691,203.969246,109.159078,209.407474,126.864970,86.731712,223.617669,135.388228,85.060069,83.884046,32.763949,53.093330,50.047679,75.528806,193.228235,283.938104,165.701924,147.915049,153.215533,54.412530,41.846881,54.851921,145.260440,66.395574,110.480349,89.085371,30.283401,21.573636,132.016056,105.887012,119.854858,151.664036,49.619112,51.856108,126.739857,129.527731,95.086241,56.530383,111.474116,143.816287,80.221564,112.375416,132.957099,43.648266,27.195753,138.538236,90.978737,189.038282,175.281906,58.059168,67.089770,259.523034,46.653249,162.584064,53.809221,249.932056,172.960864,82.137668,64.481899,247.105868,67.338244,105.269969,80.762561,0.000000,38.163516
Wilson,117.286981,45.255136,99.110735,72.401325,136.752492,106.412977,121.011860,27.347329,121.008241,232.867555,44.647654,139.467009,148.742516,50.142017,178.358388,47.618046,160.789353,74.020541,27.213906,108.438902,28.672601,59.145825,174.245157,187.217440,77.720535,70.118129,147.702695,77.834207,155.808743,192.749856,62.067382,169.254348,92.692295,173.250155,165.016867,124.946849,187.950443,171.971706,122.119984,112.435316,70.153237,79.720242,82.972355,37.588452,159.505157,248.661260,132.439117,178.699389,188.569109,89.492441,79.854412,72.048315,114.929572,30.693361,147.322434,80.465493,54.206988,57.374446,106.941313,144.223353,94.340354,124.849738,64.929536,60.293768,92.085438,159.634677,57.829525,94.381241,73.609400,122.772669,44.832116,85.732982,101.538481,40.937749,22.599133,101.799222,73.601249,157.349309,212.925472,20.148316,89.131337,223.873589,23.567558,199.226497,18.190809,215.941073,137.583493,56.991137,43.940110,212.252006,104.945659,135.393003,49.699696,38.163516,0.000000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region Matrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Anderson,Bedford,Benton,Bledsoe,Blount,Bradley,Campbell,Cannon,Carroll,Carter,Cheatham,Chester,Claiborne,Clay,Cocke,Coffee,Crockett,Cumberland,Davidson,Decatur,Dekalb,Dickson,Dyer,Fayette,Fentress,Franklin,Gibson,Giles,Grainger,Greene,Grundy,Hamblen,Hamilton,Hancock,Hardeman,Hardin,Hawkins,Haywood,Henderson,Henry,Hickman,Houston,Humphreys,Jackson,Jefferson,Johnson,Knox,Lake,Lauderdale,Lawrence,Lewis,Lincoln,Loudon,Macon,Madison,Marion,Marshall,Maury,McMinn,McNairy,Meigs,Monroe,Montgomery,Moore,Morgan,Obion,Overton,Perry,Pickett,Polk,Putnam,Rhea,Roane,Robertson,Rutherford,Scott,Sequatchie,Sevier,Shelby,Smith,Stewart,Sullivan,Sumner,Tipton,Trousdale,Unicoi,Union,Van Buren,Warren,Washington,Wayne,Weakley,White,Williamson,Wilson
Anderson,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
Bedford,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1
Benton,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Bledsoe,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
Blount,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
Bradley,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
Campbell,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
Cannon,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
Carroll,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Carter,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
Cheatham,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1
Chester,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
